gvkey,srcdate,rdq,signal_date,rdq_source
064072,2015-12-31,2016-03-10,2016-03-10,RDQ_MATCHED
064072,2016-12-31,2017-03-16,2017-03-16,RDQ_MATCHED
064072,2017-12-31,2018-03-15,2018-03-15,RDQ_MATCHED
064072,2018-12-31,2019-03-14,2019-03-14,RDQ_MATCHED
064077,2016-09-30,2017-02-02,2017-02-02,RDQ_MATCHED
064077,2017-09-30,2018-01-12,2018-01-12,RDQ_MATCHED
064077,2018-09-30,2018-12-31,2018-12-31,RDQ_MATCHED
064077,2019-09-30,2020-01-10,2020-01-10,RDQ_MATCHED
064077,2020-09-30,2020-12-29,2020-12-29,RDQ_MATCHED
064077,2021-09-30,2021-12-21,2021-12-21,RDQ_MATCHED
064077,2022-09-30,2022-12-20,2022-12-20,RDQ_MATCHED
064088,2010-03-31,2010-05-14,2010-05-14,RDQ_MATCHED
064088,2011-03-31,2011-05-17,2011-05-17,RDQ_MATCHED
064088,2012-03-31,2012-05-17,2012-05-17,RDQ_MATCHED
064088,2013-03-31,2013-05-16,2013-05-16,RDQ_MATCHED
064088,2014-03-31,2014-05-20,2014-05-20,RDQ_MATCHED
064088,2015-03-31,2015-05-19,2015-05-19,RDQ_MATCHED
064088,2016-03-31,2016-05-24,2016-05-24,RDQ_MATCHED
064088,2017-03-31,2017-05-23,2017-05-23,RDQ_MATCHED
064088,2018-03-31,2018-05-24,2018-05-24,RDQ_MATCHED
064088,2019-03-31,2019-05-23,2019-05-23,RDQ_MATCHED
064088,2020-03-31,2020-05-26,2020-05-26,RDQ_MATCHED
064088,2021-03-31,2021-05-25,2021-05-25,RDQ_MATCHED
064088,2022-03-31,2022-05-25,2022-05-25,RDQ_MATCHED
064088,2023-03-31,2023-05-17,2023-05-17,RDQ_MATCHED
064088,2024-03-31,2024-05-21,2024-05-21,RDQ_MATCHED
064088,2025-03-31,2025-05-20,2025-05-20,RDQ_MATCHED
064102,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
064102,2011-12-31,2012-03-01,2012-03-01,RDQ_MATCHED
064102,2012-12-31,2013-02-28,2013-02-28,RDQ_MATCHED
064102,2013-12-31,2014-02-27,2014-02-27,RDQ_MATCHED
064102,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
064102,2015-12-31,2016-03-03,2016-03-03,RDQ_MATCHED
064102,2016-12-31,2017-03-30,2017-03-30,RDQ_MATCHED
064103,2010-12-31,2011-02-01,2011-02-01,RDQ_MATCHED
064103,2011-12-31,2012-02-14,2012-02-14,RDQ_MATCHED
064121,2010-03-31,2010-06-28,2010-06-28,RDQ_MATCHED
064121,2011-03-31,2011-06-29,2011-06-29,RDQ_MATCHED
064121,2012-03-31,2012-06-29,2012-06-29,RDQ_MATCHED
064121,2013-03-31,2013-06-28,2013-06-28,RDQ_MATCHED
064121,2014-03-31,2014-06-30,2014-06-30,RDQ_MATCHED
064121,2015-03-31,2015-06-30,2015-06-30,RDQ_MATCHED
064121,2016-03-31,2016-06-30,2016-06-30,RDQ_MATCHED
064121,2017-03-31,2017-06-29,2017-06-29,RDQ_MATCHED
064121,2018-03-31,2018-07-09,2018-07-09,RDQ_MATCHED
064121,2019-03-31,2019-07-02,2019-07-02,RDQ_MATCHED
064121,2020-03-31,2020-08-17,2020-08-17,RDQ_MATCHED
064121,2021-03-31,2021-07-15,2021-07-15,RDQ_MATCHED
064121,2022-03-31,2022-06-30,2022-06-30,RDQ_MATCHED
064121,2023-03-31,2023-07-13,2023-07-13,RDQ_MATCHED
064121,2024-03-31,2024-07-16,2024-07-16,RDQ_MATCHED
064121,2025-03-31,2025-06-30,2025-06-30,RDQ_MATCHED
064130,2010-06-30,2010-09-28,2010-09-28,RDQ_MATCHED
064130,2011-06-30,2011-09-28,2011-09-28,RDQ_MATCHED
064132,2010-12-31,2011-03-31,2011-03-31,RDQ_MATCHED
064132,2011-12-31,2012-03-30,2012-03-30,RDQ_MATCHED
064135,2015-12-31,2016-02-24,2016-02-24,RDQ_MATCHED
064135,2016-12-31,2017-02-27,2017-02-27,RDQ_MATCHED
064156,2010-12-31,2011-01-27,2011-01-27,RDQ_MATCHED
064156,2011-12-31,2012-01-26,2012-01-26,RDQ_MATCHED
064156,2012-12-31,2013-02-07,2013-02-07,RDQ_MATCHED
064156,2013-12-31,2014-02-06,2014-02-06,RDQ_MATCHED
064156,2014-12-31,2015-02-10,2015-02-10,RDQ_MATCHED
064156,2015-12-31,2016-02-11,2016-02-11,RDQ_MATCHED
064162,2010-12-31,2011-01-26,2011-01-26,RDQ_MATCHED
064162,2011-12-31,2012-01-25,2012-01-25,RDQ_MATCHED
064162,2012-12-31,2013-01-24,2013-01-24,RDQ_MATCHED
064162,2013-12-31,2014-02-04,2014-02-04,RDQ_MATCHED
064163,2010-12-31,2011-03-03,2011-03-03,RDQ_MATCHED
064163,2011-12-31,2012-03-29,2012-03-29,RDQ_MATCHED
064163,2012-12-31,2013-03-29,2013-03-29,RDQ_MATCHED
064163,2013-12-31,2014-03-28,2014-03-28,RDQ_MATCHED
064163,2014-12-31,2015-03-27,2015-03-27,RDQ_MATCHED
064163,2015-12-31,2016-03-30,2016-03-30,RDQ_MATCHED
064163,2016-12-31,2017-04-10,2017-04-10,RDQ_MATCHED
064163,2017-12-31,2018-04-17,2018-04-17,RDQ_MATCHED
064163,2018-12-31,2019-04-16,2019-04-16,RDQ_MATCHED
064163,2019-12-31,2020-05-29,2020-05-29,RDQ_MATCHED
064163,2020-12-31,2021-04-15,2021-04-15,RDQ_MATCHED
064163,2021-12-31,2022-04-15,2022-04-15,RDQ_MATCHED
064163,2022-12-31,2023-04-17,2023-04-17,RDQ_MATCHED
064163,2023-12-31,2024-04-16,2024-04-16,RDQ_MATCHED
064163,2024-12-31,2025-04-15,2025-04-15,RDQ_MATCHED
064165,2014-12-31,2015-01-20,2015-01-20,RDQ_MATCHED
064165,2010-12-31,2011-01-19,2011-01-19,RDQ_MATCHED
064165,2011-12-31,2012-01-25,2012-01-25,RDQ_MATCHED
064165,2012-12-31,2013-01-17,2013-01-17,RDQ_MATCHED
064165,2013-12-31,2014-01-16,2014-01-16,RDQ_MATCHED
064166,2010-12-31,2011-01-25,2011-01-25,RDQ_MATCHED
064166,2011-12-31,2012-01-24,2012-01-24,RDQ_MATCHED
064166,2012-12-31,2013-01-23,2013-01-23,RDQ_MATCHED
064166,2013-12-31,2014-01-30,2014-01-30,RDQ_MATCHED
064166,2014-12-31,2015-01-29,2015-01-29,RDQ_MATCHED
064166,2015-12-31,2016-01-28,2016-01-28,RDQ_MATCHED
064166,2016-12-31,2017-01-26,2017-01-26,RDQ_MATCHED
064166,2017-12-31,2018-02-01,2018-02-01,RDQ_MATCHED
064166,2018-12-31,2019-02-14,2019-02-14,RDQ_MATCHED
064166,2019-12-31,2020-01-30,2020-01-30,RDQ_MATCHED
064166,2020-12-31,2021-02-04,2021-02-04,RDQ_MATCHED
064166,2021-12-31,2022-02-03,2022-02-03,RDQ_MATCHED
064166,2022-12-31,2023-02-02,2023-02-02,RDQ_MATCHED
064166,2023-12-31,2024-02-01,2024-02-01,RDQ_MATCHED
064166,2024-12-31,2025-01-30,2025-01-30,RDQ_MATCHED
064169,2010-12-31,2011-06-28,2011-06-28,RDQ_MATCHED
064169,2011-12-31,2012-04-27,2012-04-27,RDQ_MATCHED
064175,2010-12-31,2011-02-23,2011-02-23,RDQ_MATCHED
064175,2011-12-31,2012-02-22,2012-02-22,RDQ_MATCHED
064175,2012-12-31,2013-02-20,2013-02-20,RDQ_MATCHED
064175,2013-12-31,2014-02-19,2014-02-19,RDQ_MATCHED
064175,2014-12-31,2015-02-25,2015-02-25,RDQ_MATCHED
064175,2015-12-31,2016-02-24,2016-02-24,RDQ_MATCHED
064175,2016-12-31,2017-02-15,2017-02-15,RDQ_MATCHED
064175,2017-12-31,2018-02-14,2018-02-14,RDQ_MATCHED
064175,2018-12-31,2019-02-13,2019-02-13,RDQ_MATCHED
064175,2019-12-31,2020-02-12,2020-02-12,RDQ_MATCHED
064180,2010-12-31,2011-04-13,2011-04-13,RDQ_MATCHED
064180,2011-12-31,2012-03-30,2012-03-30,RDQ_MATCHED
064223,2013-12-31,2014-03-03,2014-03-03,RDQ_MATCHED
064223,2014-12-31,2015-03-02,2015-03-02,RDQ_MATCHED
064223,2015-12-31,2016-02-26,2016-02-26,RDQ_MATCHED
064223,2016-12-31,2017-03-31,2017-03-31,RDQ_MATCHED
064223,2017-12-31,2018-03-20,2018-03-20,RDQ_MATCHED
064223,2018-12-31,2019-03-07,2019-03-07,RDQ_MATCHED
064223,2019-12-31,2020-03-06,2020-03-06,RDQ_MATCHED
064223,2020-12-31,2021-03-09,2021-03-09,RDQ_MATCHED
064223,2021-12-31,2022-03-25,2022-03-25,RDQ_MATCHED
064223,2022-12-31,2023-04-14,2023-04-14,RDQ_MATCHED
064223,2023-12-31,2024-03-07,2024-03-07,RDQ_MATCHED
064223,2024-12-31,2025-03-06,2025-03-06,RDQ_MATCHED
064254,2010-12-31,2011-03-07,2011-03-07,RDQ_MATCHED
064254,2011-12-31,2012-03-12,2012-03-12,RDQ_MATCHED
064254,2012-12-31,2013-03-04,2013-03-04,RDQ_MATCHED
064254,2013-12-31,2014-03-03,2014-03-03,RDQ_MATCHED
064254,2014-12-31,2015-02-23,2015-02-23,RDQ_MATCHED
064254,2015-12-31,2016-02-29,2016-02-29,RDQ_MATCHED
064254,2016-12-31,2017-02-27,2017-02-27,RDQ_MATCHED
064254,2017-12-31,2018-02-26,2018-02-26,RDQ_MATCHED
064254,2018-12-31,2019-02-25,2019-02-25,RDQ_MATCHED
064254,2019-12-31,2020-02-24,2020-02-24,RDQ_MATCHED
064254,2020-12-31,2021-03-01,2021-03-01,RDQ_MATCHED
064254,2021-12-31,2022-02-28,2022-02-28,RDQ_MATCHED
064254,2022-12-31,2023-02-27,2023-02-27,RDQ_MATCHED
064254,2023-12-31,2024-02-26,2024-02-26,RDQ_MATCHED
064254,2024-12-31,2025-02-24,2025-02-24,RDQ_MATCHED
064275,2010-05-31,2010-07-26,2010-07-26,RDQ_MATCHED
064275,2011-05-31,2011-07-25,2011-07-25,RDQ_MATCHED
064275,2012-05-31,2012-07-30,2012-07-30,RDQ_MATCHED
064275,2013-05-31,2013-07-29,2013-07-29,RDQ_MATCHED
064275,2014-05-31,2014-07-28,2014-07-28,RDQ_MATCHED
064275,2015-05-31,2015-07-20,2015-07-20,RDQ_MATCHED
064275,2016-05-31,2016-07-18,2016-07-18,RDQ_MATCHED
064275,2017-05-31,2017-07-24,2017-07-24,RDQ_MATCHED
064275,2018-05-31,2018-07-23,2018-07-23,RDQ_MATCHED
064275,2019-05-31,2019-07-22,2019-07-22,RDQ_MATCHED
064275,2020-05-31,2020-07-20,2020-07-20,RDQ_MATCHED
064275,2021-05-31,2021-07-19,2021-07-19,RDQ_MATCHED
064275,2022-05-31,2022-07-19,2022-07-19,RDQ_MATCHED
064275,2023-05-31,2023-07-25,2023-07-25,RDQ_MATCHED
064275,2024-05-31,2024-07-23,2024-07-23,RDQ_MATCHED
064275,2025-05-31,2025-07-22,2025-07-22,RDQ_MATCHED
064278,2010-12-31,2011-05-31,2011-05-31,RDQ_MATCHED
064278,2011-12-31,2012-04-02,2012-04-02,RDQ_MATCHED
064278,2012-12-31,2013-04-30,2013-04-30,RDQ_MATCHED
064278,2013-12-31,2014-04-28,2014-04-28,RDQ_MATCHED
064278,2014-12-31,2015-04-02,2015-04-02,RDQ_MATCHED
064278,2015-12-31,2016-03-23,2016-03-23,RDQ_MATCHED
064278,2016-12-31,2017-03-27,2017-03-27,RDQ_MATCHED
064278,2017-12-31,2018-04-30,2018-04-30,RDQ_MATCHED
064278,2018-12-31,2019-04-17,2019-04-17,RDQ_MATCHED
064278,2019-12-31,2020-04-27,2020-04-27,RDQ_MATCHED
064278,2020-12-31,2021-03-25,2021-03-25,RDQ_MATCHED
064278,2021-12-31,2022-03-23,2022-03-23,RDQ_MATCHED
064278,2022-12-31,2023-03-09,2023-03-09,RDQ_MATCHED
064278,2023-12-31,2024-03-11,2024-03-11,RDQ_MATCHED
064278,2024-12-31,2025-03-11,2025-03-11,RDQ_MATCHED
064302,2010-12-31,2011-02-14,2011-02-14,RDQ_MATCHED
064302,2011-12-31,2012-02-14,2012-02-14,RDQ_MATCHED
064302,2012-12-31,2013-02-08,2013-02-08,RDQ_MATCHED
064302,2013-12-31,2014-02-10,2014-02-10,RDQ_MATCHED
064302,2014-12-31,2015-02-10,2015-02-10,RDQ_MATCHED
064302,2015-12-31,2016-02-12,2016-02-12,RDQ_MATCHED
064302,2021-12-31,2022-02-10,2022-02-10,RDQ_MATCHED
064302,2022-12-31,2023-02-09,2023-02-09,RDQ_MATCHED
064302,2023-12-31,2024-02-08,2024-02-08,RDQ_MATCHED
064302,2024-12-31,2025-02-10,2025-02-10,RDQ_MATCHED
064306,2010-12-31,2011-01-31,2011-01-31,RDQ_MATCHED
064306,2011-12-31,2012-01-30,2012-01-30,RDQ_MATCHED
064306,2012-12-31,2013-01-30,2013-01-30,RDQ_MATCHED
064306,2013-12-31,2014-02-03,2014-02-03,RDQ_MATCHED
064306,2014-12-31,2015-01-28,2015-01-28,RDQ_MATCHED
064306,2015-12-31,2016-02-01,2016-02-01,RDQ_MATCHED
064306,2016-12-31,2017-02-07,2017-02-07,RDQ_MATCHED
064306,2017-12-31,2018-01-31,2018-01-31,RDQ_MATCHED
064306,2018-12-31,2019-02-04,2019-02-04,RDQ_MATCHED
064306,2021-12-31,2022-01-31,2022-01-31,RDQ_MATCHED
064306,2022-12-31,2023-02-01,2023-02-01,RDQ_MATCHED
064306,2023-12-31,2024-02-05,2024-02-05,RDQ_MATCHED
064306,2024-12-31,2025-02-10,2025-02-10,RDQ_MATCHED
064306,2019-12-31,2020-02-03,2020-02-03,RDQ_MATCHED
064306,2020-12-31,2021-02-01,2021-02-01,RDQ_MATCHED
064325,2010-12-31,2011-02-28,2011-02-28,RDQ_MATCHED
064325,2011-12-31,2012-02-29,2012-02-29,RDQ_MATCHED
064325,2012-12-31,2013-02-28,2013-02-28,RDQ_MATCHED
064325,2013-12-31,2014-03-27,2014-03-27,RDQ_MATCHED
064325,2014-12-31,2015-03-31,2015-03-31,RDQ_MATCHED
064325,2015-12-31,2016-03-30,2016-03-30,RDQ_MATCHED
064325,2016-12-31,2017-03-10,2017-03-10,RDQ_MATCHED
064327,2010-12-31,2011-03-03,2011-03-03,RDQ_MATCHED
064327,2011-12-31,2012-02-28,2012-02-28,RDQ_MATCHED
064327,2012-12-31,2013-02-28,2013-02-28,RDQ_MATCHED
064327,2013-12-31,2014-02-25,2014-02-25,RDQ_MATCHED
064327,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
064327,2015-12-31,2016-03-08,2016-03-08,RDQ_MATCHED
064327,2016-12-31,2017-03-07,2017-03-07,RDQ_MATCHED
064327,2017-12-31,2018-03-08,2018-03-08,RDQ_MATCHED
064327,2018-12-31,2019-02-26,2019-02-26,RDQ_MATCHED
064327,2019-12-31,2020-02-20,2020-02-20,RDQ_MATCHED
064327,2020-12-31,2021-02-25,2021-02-25,RDQ_MATCHED
064327,2021-12-31,2022-02-22,2022-02-22,RDQ_MATCHED
064327,2022-12-31,2023-02-28,2023-02-28,RDQ_MATCHED
064327,2023-12-31,2024-03-05,2024-03-05,RDQ_MATCHED
064327,2024-12-31,2025-02-20,2025-02-20,RDQ_MATCHED
064334,2014-12-31,2015-03-23,2015-03-23,RDQ_MATCHED
064334,2015-12-31,2016-03-14,2016-03-14,RDQ_MATCHED
064334,2016-12-31,2017-03-10,2017-03-10,RDQ_MATCHED
064334,2017-12-31,2018-03-05,2018-03-05,RDQ_MATCHED
064334,2018-12-31,2019-02-26,2019-02-26,RDQ_MATCHED
064334,2019-12-31,2020-02-25,2020-02-25,RDQ_MATCHED
064334,2021-12-31,2022-02-24,2022-02-24,RDQ_MATCHED
064334,2022-12-31,2023-02-23,2023-02-23,RDQ_MATCHED
064334,2023-12-31,2024-02-29,2024-02-29,RDQ_MATCHED
064334,2024-12-31,2025-02-27,2025-02-27,RDQ_MATCHED
064336,2018-12-31,2019-04-01,2019-04-01,RDQ_MATCHED
064336,2019-12-31,2020-04-02,2020-04-02,RDQ_MATCHED
064336,2020-12-31,2021-03-30,2021-03-30,RDQ_MATCHED
064336,2021-12-31,2022-03-30,2022-03-30,RDQ_MATCHED
064336,2022-12-31,2023-03-30,2023-03-30,RDQ_MATCHED
064336,2023-12-31,2024-03-28,2024-03-28,RDQ_MATCHED
064336,2024-12-31,2025-03-28,2025-03-28,RDQ_MATCHED
064341,2010-12-31,2011-03-01,2011-03-01,RDQ_MATCHED
064341,2011-12-31,2012-02-27,2012-02-27,RDQ_MATCHED
064344,2017-07-31,2017-09-28,2017-09-28,RDQ_MATCHED
064344,2018-07-31,2018-09-28,2018-09-28,RDQ_MATCHED
064344,2019-07-31,2019-09-26,2019-09-26,RDQ_MATCHED
064344,2020-07-31,2020-09-24,2020-09-24,RDQ_MATCHED
064344,2023-07-31,2023-09-28,2023-09-28,RDQ_MATCHED
064344,2024-07-31,2024-09-26,2024-09-26,RDQ_MATCHED
064344,2025-07-31,2025-09-29,2025-09-29,RDQ_MATCHED
064346,2010-12-31,2011-02-22,2011-02-22,RDQ_MATCHED
064346,2014-12-31,2015-03-02,2015-03-02,RDQ_MATCHED
064346,2015-12-31,2016-03-01,2016-03-01,RDQ_MATCHED
064355,2010-12-31,2011-02-08,2011-02-08,RDQ_MATCHED
064355,2011-12-31,2012-02-08,2012-02-08,RDQ_MATCHED
064355,2012-12-31,2013-02-06,2013-02-06,RDQ_MATCHED
064355,2013-12-31,2014-02-05,2014-02-05,RDQ_MATCHED
064355,2014-12-31,2015-02-27,2015-02-27,RDQ_MATCHED
064355,2015-12-31,2016-02-18,2016-02-18,RDQ_MATCHED
064355,2016-12-31,2017-02-28,2017-02-28,RDQ_MATCHED
064355,2017-12-31,2018-02-20,2018-02-20,RDQ_MATCHED
064355,2018-12-31,2019-02-19,2019-02-19,RDQ_MATCHED
064355,2021-12-31,2022-02-16,2022-02-16,RDQ_MATCHED
064355,2024-12-31,2025-02-26,2025-02-26,RDQ_MATCHED
064356,2010-10-31,2010-12-09,2010-12-09,RDQ_MATCHED
064356,2011-10-31,2011-12-08,2011-12-08,RDQ_MATCHED
064356,2012-10-31,2012-12-13,2012-12-13,RDQ_MATCHED
064356,2013-10-31,2013-12-12,2013-12-12,RDQ_MATCHED
064356,2014-10-31,2014-12-11,2014-12-11,RDQ_MATCHED
064356,2015-10-31,2015-12-10,2015-12-10,RDQ_MATCHED
064356,2016-10-31,2016-12-08,2016-12-08,RDQ_MATCHED
064356,2017-10-31,2017-12-07,2017-12-07,RDQ_MATCHED
064356,2018-10-31,2018-12-13,2018-12-13,RDQ_MATCHED
064356,2024-10-31,2024-12-12,2024-12-12,RDQ_MATCHED
064356,2025-10-31,2025-12-11,2025-12-11,RDQ_MATCHED
064356,2019-10-31,2019-12-12,2019-12-12,RDQ_MATCHED
064356,2020-10-31,2020-12-10,2020-12-10,RDQ_MATCHED
064356,2021-10-31,2021-12-09,2021-12-09,RDQ_MATCHED
064356,2022-10-31,2022-12-08,2022-12-08,RDQ_MATCHED
064356,2023-10-31,2023-12-07,2023-12-07,RDQ_MATCHED
064383,2010-12-31,2011-02-15,2011-02-15,RDQ_MATCHED
064389,2010-12-31,2011-02-01,2011-02-01,RDQ_MATCHED
064389,2011-12-31,2012-01-31,2012-01-31,RDQ_MATCHED
064389,2012-12-31,2013-01-29,2013-01-29,RDQ_MATCHED
064389,2013-12-31,2014-01-28,2014-01-28,RDQ_MATCHED
064389,2014-12-31,2015-02-03,2015-02-03,RDQ_MATCHED
064389,2015-12-31,2016-02-02,2016-02-02,RDQ_MATCHED
064389,2016-12-31,2017-01-31,2017-01-31,RDQ_MATCHED
064389,2017-12-31,2018-01-30,2018-01-30,RDQ_MATCHED
064389,2018-12-31,2019-01-29,2019-01-29,RDQ_MATCHED
064389,2019-12-31,2020-01-28,2020-01-28,RDQ_MATCHED
064389,2020-12-31,2021-01-26,2021-01-26,RDQ_MATCHED
064389,2021-12-31,2022-01-25,2022-01-25,RDQ_MATCHED
064389,2022-12-31,2023-01-24,2023-01-24,RDQ_MATCHED
064389,2023-12-31,2024-01-31,2024-01-31,RDQ_MATCHED
064389,2024-12-31,2025-01-29,2025-01-29,RDQ_MATCHED
064408,2010-06-30,2010-08-26,2010-08-26,RDQ_MATCHED
064408,2011-06-30,2011-09-13,2011-09-13,RDQ_MATCHED
064408,2012-06-30,2012-09-05,2012-09-05,RDQ_MATCHED
064408,2013-06-30,2013-09-04,2013-09-04,RDQ_MATCHED
064408,2014-06-30,2014-09-23,2014-09-23,RDQ_MATCHED
064418,2010-03-31,2010-05-06,2010-05-06,RDQ_MATCHED
064423,2010-12-31,2011-02-08,2011-02-08,RDQ_MATCHED
064423,2011-12-31,2012-02-09,2012-02-09,RDQ_MATCHED
064480,2013-12-31,2014-02-12,2014-02-12,RDQ_MATCHED
064480,2014-12-31,2015-02-19,2015-02-19,RDQ_MATCHED
064480,2015-12-31,2016-02-11,2016-02-11,RDQ_MATCHED
064480,2016-12-31,2017-02-15,2017-02-15,RDQ_MATCHED
064480,2017-12-31,2018-02-27,2018-02-27,RDQ_MATCHED
064480,2018-12-31,2019-02-26,2019-02-26,RDQ_MATCHED
064480,2019-12-31,2020-02-18,2020-02-18,RDQ_MATCHED
064485,2010-01-31,2010-05-17,2010-05-17,RDQ_MATCHED
064488,2015-12-31,2016-04-28,2016-04-28,RDQ_MATCHED
064488,2016-12-31,2017-04-26,2017-04-26,RDQ_MATCHED
064488,2017-12-31,2018-05-14,2018-05-14,RDQ_MATCHED
064488,2018-12-31,2019-05-14,2019-05-14,RDQ_MATCHED
064488,2019-12-31,2020-06-05,2020-06-05,RDQ_MATCHED
064488,2020-12-31,2021-05-13,2021-05-13,RDQ_MATCHED
064488,2021-12-31,2022-05-16,2022-05-16,RDQ_MATCHED
064488,2022-12-31,2023-05-12,2023-05-12,RDQ_MATCHED
064488,2023-12-31,2024-04-30,2024-04-30,RDQ_MATCHED
064488,2024-12-31,2025-04-30,2025-04-30,RDQ_MATCHED
064511,2015-12-31,2016-03-30,2016-03-30,RDQ_MATCHED
064511,2016-12-31,2017-03-30,2017-03-30,RDQ_MATCHED
064511,2017-12-31,2018-04-10,2018-04-10,RDQ_MATCHED
064511,2018-12-31,2019-03-26,2019-03-26,RDQ_MATCHED
064511,2010-12-31,2011-04-07,2011-04-07,RDQ_MATCHED
064511,2011-12-31,2012-04-05,2012-04-05,RDQ_MATCHED
064511,2012-12-31,2013-04-01,2013-04-01,RDQ_MATCHED
064511,2013-12-31,2014-03-27,2014-03-27,RDQ_MATCHED
064511,2014-12-31,2015-03-31,2015-03-31,RDQ_MATCHED
064511,2019-12-31,2020-04-15,2020-04-15,RDQ_MATCHED
064515,2013-12-31,2014-03-04,2014-03-04,RDQ_MATCHED
064515,2014-12-31,2015-03-12,2015-03-12,RDQ_MATCHED
064515,2015-12-31,2016-02-16,2016-02-16,RDQ_MATCHED
064515,2016-12-31,2017-03-02,2017-03-02,RDQ_MATCHED
064515,2017-12-31,2018-03-04,2018-03-04,RDQ_MATCHED
064515,2018-12-31,2019-03-13,2019-03-13,RDQ_MATCHED
064515,2019-12-31,2020-03-12,2020-03-12,RDQ_MATCHED
064515,2022-12-31,2023-03-06,2023-03-06,RDQ_MATCHED
064523,2010-12-31,2011-05-13,2011-05-13,RDQ_MATCHED
064523,2011-12-31,2012-04-30,2012-04-30,RDQ_MATCHED
064523,2012-12-31,2013-04-30,2013-04-30,RDQ_MATCHED
064523,2013-12-31,2014-05-01,2014-05-01,RDQ_MATCHED
064523,2014-12-31,2015-04-30,2015-04-30,RDQ_MATCHED
064523,2015-12-31,2016-05-02,2016-05-02,RDQ_MATCHED
064523,2016-12-31,2017-05-01,2017-05-01,RDQ_MATCHED
064523,2017-12-31,2018-04-30,2018-04-30,RDQ_MATCHED
064523,2018-12-31,2019-04-29,2019-04-29,RDQ_MATCHED
064523,2019-12-31,2020-04-29,2020-04-29,RDQ_MATCHED
064523,2020-12-31,2021-04-29,2021-04-29,RDQ_MATCHED
064523,2021-12-31,2022-04-29,2022-04-29,RDQ_MATCHED
064523,2022-12-31,2023-04-25,2023-04-25,RDQ_MATCHED
064523,2023-12-31,2024-04-29,2024-04-29,RDQ_MATCHED
064523,2024-12-31,2025-03-31,2025-03-31,RDQ_MATCHED
064536,2010-12-31,2011-02-15,2011-02-15,RDQ_MATCHED
064536,2011-12-31,2012-02-20,2012-02-20,RDQ_MATCHED
064536,2012-12-31,2013-02-12,2013-02-12,RDQ_MATCHED
064536,2013-12-31,2014-02-11,2014-02-11,RDQ_MATCHED
064536,2014-12-31,2015-02-10,2015-02-10,RDQ_MATCHED
064536,2015-12-31,2016-02-09,2016-02-09,RDQ_MATCHED
064536,2016-12-31,2017-02-07,2017-02-07,RDQ_MATCHED
064536,2017-12-31,2018-02-06,2018-02-06,RDQ_MATCHED
064536,2018-12-31,2019-02-07,2019-02-07,RDQ_MATCHED
064536,2019-12-31,2020-02-11,2020-02-11,RDQ_MATCHED
064536,2020-12-31,2021-02-09,2021-02-09,RDQ_MATCHED
064536,2021-12-31,2022-02-09,2022-02-09,RDQ_MATCHED
064536,2022-12-31,2023-02-07,2023-02-07,RDQ_MATCHED
064536,2023-12-31,2024-02-07,2024-02-07,RDQ_MATCHED
064536,2024-12-31,2025-02-12,2025-02-12,RDQ_MATCHED
064549,2010-12-31,2011-02-22,2011-02-22,RDQ_MATCHED
064549,2011-12-31,2012-02-23,2012-02-23,RDQ_MATCHED
064549,2012-12-31,2013-02-27,2013-02-27,RDQ_MATCHED
064549,2013-12-31,2014-02-25,2014-02-25,RDQ_MATCHED
064549,2014-12-31,2015-02-24,2015-02-24,RDQ_MATCHED
064549,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
064549,2016-12-31,2017-02-28,2017-02-28,RDQ_MATCHED
064549,2017-12-31,2018-02-20,2018-02-20,RDQ_MATCHED
064550,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
064550,2011-12-31,2012-03-28,2012-03-28,RDQ_MATCHED
064550,2012-12-31,2013-03-28,2013-03-28,RDQ_MATCHED
064550,2015-12-31,2016-11-16,2016-11-16,RDQ_MATCHED
064568,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
064568,2011-12-31,2012-02-27,2012-02-27,RDQ_MATCHED
064568,2012-12-31,2013-03-11,2013-03-11,RDQ_MATCHED
064568,2013-12-31,2014-02-27,2014-02-27,RDQ_MATCHED
064568,2014-12-31,2015-02-27,2015-02-27,RDQ_MATCHED
064568,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
064568,2016-12-31,2017-02-23,2017-02-23,RDQ_MATCHED
064568,2017-12-31,2018-02-26,2018-02-26,RDQ_MATCHED
064568,2018-12-31,2019-02-28,2019-02-28,RDQ_MATCHED
064568,2019-12-31,2020-03-04,2020-03-04,RDQ_MATCHED
064568,2020-12-31,2021-03-29,2021-03-29,RDQ_MATCHED
064568,2021-12-31,2022-03-22,2022-03-22,RDQ_MATCHED
064568,2022-12-31,2023-03-28,2023-03-28,RDQ_MATCHED
064568,2023-12-31,2024-03-07,2024-03-07,RDQ_MATCHED
064568,2024-12-31,2025-03-04,2025-03-04,RDQ_MATCHED
064577,2010-12-31,2011-03-29,2011-03-29,RDQ_MATCHED
064577,2018-12-31,2019-03-28,2019-03-28,RDQ_MATCHED
064577,2011-12-31,2012-03-26,2012-03-26,RDQ_MATCHED
064577,2012-12-31,2013-03-25,2013-03-25,RDQ_MATCHED
