gvkey,conm,tic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001260,ADRIEN ARPEL INC,AFN.2,P,01,LU,69171,6397,1983-09-20,1998-12-31
001261,ALGERAN INC,ALAQE,P,01,LU,11755,165,1979-09-26,1984-04-30
001263,ALGOMA STEEL GROUP INC,ASTL,P,01,LC,81765,28041,1995-07-14,2000-11-30
001263,ALGOMA STEEL GROUP INC,ASTL,P,07,LC,22182,58827,2021-10-20,E
001264,ALGOREX CORP,3ALGD,C,00X,LU,11763,164,1973-07-01,1979-01-30
001264,ALGOREX CORP,3ALGD,C,01,LU,11763,164,1979-01-31,1992-03-11
001266,ALICO INC,ALCO,P,01,LU,11790,153,1972-12-14,E
001268,ALL AMERICAN BURGER INC,TAABQ,P,01,LU,11798,4366,1979-06-18,1981-11-30
001269,ALL AMERICAN GOURMET CO,AAGC.,P,01,LU,85279,7740,1985-09-18,1987-07-31
001270,ALL AMERICAN INDUSTRIES INC,AAMN,C,00X,LU,28820,6,1973-01-01,1978-07-30
001270,ALL AMERICAN INDUSTRIES INC,AAMN,P,01,LU,28820,6,1978-07-31,1982-04-30
001271,ALL SEASONS RESORTS INC,3ALSE,C,01,LU,11827,6916,1984-03-13,1990-04-30
001274,ALLEGHANY CORP,Y,P,01,LC,17400,22775,1974-01-31,1986-12-23
001274,ALLEGHANY CORP,Y,C,00X,LC,17400,22775,1974-01-01,1974-01-30
001274,ALLEGHANY CORP,Y,P,01,LC,71271,20043,1987-01-30,2022-10-31
001275,ALLEGHENY & WESTERN ENER-OLD,ALGH.,P,01,LC,11835,163,1982-01-29,1985-11-29
001277,ALLECO INC,5566C,P,02,LC,11843,17,1972-12-14,1988-10-18
001278,SUNBEAM CORPORATION,3SOCNQ,C,01,LC,18817,20044,1962-01-31,1990-09-28
001278,SUNBEAM CORPORATION,3SOCNQ,C,01,LC,77829,29239,1992-08-19,2001-02-05
001278,SUNBEAM CORPORATION,3SOCNQ,C,00X,LC,18817,20044,1950-01-01,1962-01-30
001279,ALLEGHENY ENERGY INC,AYE,P,01,LU,10137,20045,1962-01-31,2011-02-28
001279,ALLEGHENY ENERGY INC,AYE,C,00X,LU,10137,20045,1951-01-01,1962-01-30
001281,ALLEN TELECOM INC,ALN.2,C,01,LU,44740,20046,1967-07-27,2003-07-31
001283,ALLEN ORGAN CO  -CL B,AORGB,P,01,LU,11851,293,1972-12-14,2005-05-11
001284,ALLERGAN PHARMACEUTICALS INC,AGN.3,P,01,LU,59635,305,1972-12-14,1980-03-31
001285,ALLIANCE TIRE &RUBBER  -CL A,6024B,C,01,LU,28855,23581,1962-07-02,1988-05-31
001286,ALLIANCE NORTHWEST INDS INC,3ALNI,C,01,LU,85295,7242,1984-10-01,1992-06-30
001288,ALLIED ARTISTS INDUSTRIES,QAAX,P,01,LU,58747,25614,1976-01-20,1979-03-23
001289,ALLIED ARTISTS PICTURES CORP,AAP.1,P,01,LC,28863,23582,1965-01-29,1975-12-31
001290,ALLIED BANCSHARES INC-TX,ALBN,C,00X,LC,11870,151,1974-01-01,1974-01-30
001290,ALLIED BANCSHARES INC-TX,ALBN,P,01,LC,11870,151,1974-01-31,1988-01-29
001291,ALLIED CONTROL INC,ACC.2,P,01,LU,28871,23583,1962-07-02,1974-05-31
001292,ALLIED FARM EQUIPMENT  -CL A,2953B,P,01,LU,11886,160,1978-01-31,1982-07-30
001293,ALLIED FOODS INC,ALFD.,P,01,LU,11894,159,1972-12-14,1982-09-30
001294,ALLIED MAINTENANCE,ALM.1,P,01,LU,46818,24904,1968-09-17,1982-09-30
001295,ALLIED MILLS INC,ADS.2,P,01,LU,19860,22954,1962-01-31,1973-07-06
001295,ALLIED MILLS INC,ADS.2,C,00X,LU,19860,22954,1949-07-01,1962-01-30
001296,ALLIED NURSING CARE INC,HOPE.1,C,01,LU,11915,6857,1984-02-15,1986-09-15
001297,ALLIED PRODUCTS,ADPC,C,01,LU,26331,20050,1963-03-29,2000-10-02
001299,ALLIED SECURITY INC-OLD,ASCY,C,00X,LU,11931,365,1973-07-01,1976-07-29
001299,ALLIED SECURITY INC-OLD,ASCY,P,01,LU,11931,365,1976-07-30,1990-03-15
001300,HONEYWELL INTERNATIONAL INC,HON,P,01,LC,10145,22168,1962-01-31,E
001300,HONEYWELL INTERNATIONAL INC,HON,C,00X,LC,10145,22168,1950-01-01,1962-01-30
001301,ALLIED STORES,9174A,P,01,LU,17304,22766,1962-01-31,1986-12-30
001301,ALLIED STORES,9174A,C,00X,LU,17304,22766,1950-02-01,1962-01-30
001302,ALLIED SUPERMARKETS,ASU.1,C,00X,LC,22074,21872,1955-07-01,1962-01-30
001302,ALLIED SUPERMARKETS,ASU.1,P,01,LC,22074,21872,1962-01-31,1978-11-20
001302,ALLIED SUPERMARKETS,ASU.1,P,01,LC,22074,21872,1986-03-20,1987-07-22
001303,ALLIED TECHNOLOGY INC,ALTGQ,P,01,LC,74473,6015,1977-07-29,1980-07-31
001303,ALLIED TECHNOLOGY INC,ALTGQ,C,00X,LC,74473,6015,1976-06-28,1977-07-28
001304,ALLIED TELEPHONE,AT.3,P,01,LU,63423,385,1972-12-14,1983-10-31
001305,ALLIED THERMAL CORP,AS.1,P,01,LC,53655,25330,1971-12-03,1977-12-31
001306,ALLIED VAN LINES INC,2937B,P,01,LU,11950,185,1972-12-14,1982-03-31
001308,ALLIS-CHALMERS ENERGY INC,ALY,C,02,LC,10153,22169,1962-01-31,1988-12-02
001308,ALLIS-CHALMERS ENERGY INC,ALY,C,02,LC,90335,22169,2004-09-13,2011-02-28
001308,ALLIS-CHALMERS ENERGY INC,ALY,C,00X,LC,10153,22169,1950-01-01,1962-01-30
001309,ALLISON STEEL MFG CO,ASE.1,P,01,LU,44724,24771,1967-07-20,1971-12-31
001311,ALC COMMUNICATIONS INC,ALC.2,C,02,LU,85033,5931,1983-04-20,1995-08-31
001312,ALLOY METAL PRODUCTS INC,2874B,P,01,LC,11966,175,1978-01-31,1981-02-27
001313,ALLOYS UNLIMITED INC,AU.5,P,01,LU,28898,23584,1965-01-29,1970-06-30
001314,ALLRIGHT AUTO PARKS INC,ALR.3,P,01,LU,42737,24631,1965-11-30,1982-07-30
001315,ALLY & GARGANO INC,AGAI.,P,01,LU,11974,6716,1983-12-15,1986-08-29
001318,ALLTEL CORP,AT.2,P,01,LU,41443,20057,1965-01-18,2007-11-30
001319,ALLYN & BACON INC,ALYN.,P,01,LU,11982,187,1972-12-14,1981-06-30
001320,ALMADEN VINEYARDS INC-DEL,ALV.3,P,01,LU,84284,417,1972-12-14,1973-08-28
001322,ALMY STORES INC,ALY.1,P,01,LU,49103,25047,1969-08-28,1984-07-31
001323,ALNAN INC,EKO.1,P,01,LC,42497,24617,1965-09-30,1975-06-30
001324,SCHERER HEALTHCARE INC,SCHR.1,C,01,LU,12002,172,1979-01-31,2003-01-31
001324,SCHERER HEALTHCARE INC,SCHR.1,C,00X,LU,12002,172,1974-08-01,1979-01-30
001325,ALOHA INC,ALO.4,P,01,LU,61268,25659,1979-12-14,1986-12-31
001326,ALPEX COMPUTER CORP,2799B,C,01,LU,12037,177,1979-01-31,1980-01-25
001326,ALPEX COMPUTER CORP,2799B,C,00X,LU,12037,177,1975-01-01,1979-01-30
001327,SKYWORKS SOLUTIONS INC,SWKS,P,01,LU,45911,20058,1968-03-13,E
001328,ALPHA SOLARCO INC,FBSM,C,01,LC,12045,364,1979-10-16,1982-10-07
001328,ALPHA SOLARCO INC,FBSM,C,01,LC,12045,364,1985-05-12,1996-11-11
001329,ALPHANUMERIC INC,ALFA.2,C,01,LU,12053,158,1979-01-31,1982-10-11
001330,ALPHATYPE CORP,ALTP,P,01,LU,12061,182,1977-10-31,1981-03-31
001331,ALPINE GROUP INC,APNI,P,01,LU,68814,162,1979-12-31,2002-07-11
001331,ALPINE GROUP INC,APNI,C,00X,LU,68814,162,1973-05-01,1979-12-30
001332,ASIA SUPERNET CORP,3ASUPE,C,00X,LC,12096,309,1976-08-24,1978-01-30
001332,ASIA SUPERNET CORP,3ASUPE,C,01,LC,12096,309,1978-01-31,1989-01-18
001333,ALPHA PETROLEUM EXPLORATION,APET,C,01,LU,78233,26525,1982-11-01,1984-09-05
001334,NQL INC,NQLIQ,P,01,LU,12117,170,1981-06-18,2001-09-17
001338,ALTA ENERGY CORP-OLD,ALTE.1,C,00X,LC,12125,5180,1981-11-11,1989-06-30
001341,ALTAIR CORP-DEL,ALTA.1,P,01,LC,12141,179,1972-12-14,1985-07-18
001342,ALTAIR CORP-PUERTO RICO,AAIR.1,C,01,LC,12160,3,1980-01-31,1982-10-14
001343,ALTAMIL CORP,ALW.1,C,01,LU,40096,24432,1964-01-15,1983-12-30
001344,ALTEC CORP,4156B,P,01,LU,44580,24763,1967-06-19,1983-11-30
001345,ALTERMAN INVESTMENT FUND,3ALRM,C,01,LU,42032,24585,1965-06-03,1980-04-25
001346,ALTERNACARE CORP,ALTN.1,P,01,LU,12168,7118,1984-07-03,1988-03-31
001347,ALTEX OIL CORP,AOC.2,C,01,LC,63853,184,1975-11-28,1985-10-31
001347,ALTEX OIL CORP,AOC.2,C,00X,LC,63853,184,1975-05-15,1975-11-27
001348,ALTIUS CORP,3044B,C,01,LU,12176,22334,1979-01-31,1984-08-31
001348,ALTIUS CORP,3044B,C,00X,LU,12176,22334,1973-02-01,1979-01-30
001349,ALTON PACKAGING CORP,ALTN.2,C,01,LU,12184,181,1972-12-14,1981-09-30
001350,ALTOS COMPUTER SYS,ALTO.1,P,01,LU,12192,5675,1982-11-04,1990-08-31
001351,ALTRON INC,ALRN.,P,01,LU,12205,7167,1984-08-07,1998-11-30
001356,ALCOA INC,AA.3,C,00X,LC,24643,20060,1951-06-11,1962-01-30
001356,ALCOA INC,AA.3,P,01,LC,24643,20060,1962-01-31,2016-10-31
001358,ALUMINUM SPECIALTY CO,ALY.2,C,01,LU,47474,24942,1969-01-15,1974-01-31
001359,ALZA CORP,AZA.1,P,01,LU,64856,20061,1983-06-08,2001-06-29
001360,SENTO CORP,SNTO,C,01,LC,84260,15153,1996-11-19,2007-09-12
001360,SENTO CORP,SNTO,C,01,LC,12213,205,1980-01-24,1992-05-26
001362,AMALGAMATED SUGAR CO,AGM.2,C,00X,LU,24555,23278,1951-02-28,1962-01-30
001362,AMALGAMATED SUGAR CO,AGM.2,P,01,LU,24555,23278,1962-01-31,1982-11-03
001363,BESTWAY INC,BSWY,C,01,LC,12221,193,1979-01-31,1989-08-16
001363,BESTWAY INC,BSWY,C,01,LC,12221,193,1995-12-19,2004-12-20
001363,BESTWAY INC,BSWY,C,00X,LC,12221,193,1978-04-13,1979-01-30
001364,AMAREX INC,4150B,P,01,LU,12240,242,1972-12-14,1984-02-29
001365,AMAX INC,AMX.2,P,01,LC,10161,20063,1962-01-31,1993-10-29
001365,AMAX INC,AMX.2,C,00X,LC,10161,20063,1950-01-01,1962-01-30
001366,AMBAC INDUSTRIES INC,AB.1,C,00X,LU,10188,22170,1950-01-01,1962-01-30
001366,AMBAC INDUSTRIES INC,AB.1,P,01,LU,10188,22170,1962-01-31,1978-06-30
001367,AMBER RESOURCES CO OF COLO,3AMBEQ,C,02,LC,12264,198,1979-02-13,1986-06-24
001368,AMBRA OIL & GAS CO,AOGCE,P,01,LU,12272,292,1980-07-17,1986-08-29
001369,AMBRIT INC,ABI.1,P,01,LC,66229,2402,1981-01-06,1989-12-29
001370,AMBULATORY MEDICAL CARE INC,AMED.,C,01,LC,12299,6350,1983-12-30,1993-09-27
001372,AMCAST INDUSTRIAL CORP,AICOQ,P,01,LU,12320,1336,1972-12-14,2003-03-31
001373,AMCO INDS INC,AIU.,C,00X,LC,28935,23588,1962-07-02,1965-01-28
001373,AMCO INDS INC,AIU.,P,01,LC,28935,23588,1965-01-29,1975-11-28
001374,AMCOLE ENERGY CORP,AMLE,C,01,LU,12328,224,1975-12-30,1988-06-03
001375,AMDISCO CORP,ADSO.1,P,01,LU,17670,74,1962-01-31,1983-10-31
001375,AMDISCO CORP,ADSO.1,C,00X,LU,17670,74,1949-10-01,1962-01-30
001376,AMECO INC,AMEC,P,01,LC,42921,24645,1966-01-31,1972-05-31
001377,AMEDCO INC,AMY.1,P,01,LU,63087,212,1978-01-31,1986-09-25
001377,AMEDCO INC,AMY.1,C,00X,LU,63087,212,1974-01-01,1978-01-30
001378,AMELCO CORP,AMLC,C,01,LU,12387,223,1973-01-31,1974-10-28
001379,AMERACE CORP,AAE.2,P,01,LU,26227,23394,1962-01-31,1984-09-28
001380,HESS CORP,HES,P,01,LC,28484,20064,1964-03-31,2025-07-31
001381,AMERFORD INTERNATIONAL CORP,3AMRFE,C,01,LU,12408,5250,1981-12-29,1989-09-11
001382,US AIRWAYS GROUP INC,LCC,P,01,LC,90893,47434,2005-09-27,2013-12-31
001382,US AIRWAYS GROUP INC,LCC,P,01,LC,80778,5814,1994-09-21,2005-09-26
001382,US AIRWAYS GROUP INC,LCC,P,01,LC,12424,5814,1983-02-25,1994-08-25
001383,AMERICAN ADVENTURE INC,5714B,C,01,LC,12432,9056,1981-08-18,1987-03-25
001383,AMERICAN ADVENTURE INC,5714B,C,01,LC,11206,9056,1987-03-26,1987-11-06
001384,AMERICAN AGGREGATES CORP,AMAG.1,P,01,LU,12459,192,1978-07-25,1987-03-31
001385,AMERICAN AGRI-FUELS CORP,4037B,P,01,LU,12467,1895,1979-12-05,1983-09-30
001386,AMERICAN AGRONOMICS,AGR.1,C,01,LC,51190,21337,1970-09-28,1987-04-29
001387,AMERICAN AIR FILTER INC,AAF.1,P,01,LU,42235,24599,1965-07-09,1978-09-29
001390,AMERICAN APPRAISAL ASSOC INC,AMCA.1,P,01,LU,12475,199,1972-12-14,1984-08-31
001391,AMCORD INC,AAC.4,P,01,LC,38877,24344,1963-01-22,1979-11-30
001392,AMDAHL CORP,AMH.1,P,01,LU,60046,209,1976-08-12,1997-09-30
001393,U-HAUL HOLDING CO,UHAL,J,05,LC,23505,30020,2022-11-10,E
001393,U-HAUL HOLDING CO,UHAL,P,01,LU,81073,30020,1994-11-03,E
001394,AMERICAN BAKERIES CO,ABA.1,C,00X,LC,15843,22638,1950-01-01,1962-01-30
001394,AMERICAN BAKERIES CO,ABA.1,P,01,LC,15843,22638,1962-01-31,1986-12-04
001395,AMERICAN BANK NOTE CO,ABN.2,C,00X,LU,10217,22174,1950-01-01,1962-01-30
001395,AMERICAN BANK NOTE CO,ABN.2,P,01,LU,10217,22174,1962-01-31,1970-01-16
001397,AMERICAN BILTRITE INC,ABLT,P,01,LC,39482,20066,1963-08-01,2012-01-26
001402,AMERICAN BIOMEDICAL CORP,ABMD.,P,01,LU,12571,24,1972-12-14,1978-05-31
001408,BEAM INC,BEAM.2,P,01,LC,10225,20067,1962-01-31,2014-04-30
001408,BEAM INC,BEAM.2,C,00X,LC,10225,20067,1950-01-01,1962-01-30
001409,AMERICAN BROADCASTING,ABC.2,C,00X,LU,10233,22176,1950-01-01,1962-01-30
001409,AMERICAN BROADCASTING,ABC.2,P,01,LU,10233,22176,1962-01-31,1986-01-31
001410,ABM INDUSTRIES INC,ABM,P,01,LU,47730,20068,1969-02-13,E
001411,AMERICAN BUSINESS PRODS/GA,ABP.2,P,01,LU,56119,20069,1972-12-14,2000-02-29
001412,ABI AMERICAN BUSINESSPHONE,AB.2,P,01,LU,75000,7360,1984-12-21,1988-10-31
001414,PRIMERICA INC,PRI,C,00X,LC,10241,22177,1950-01-01,1962-01-30
001414,PRIMERICA INC,PRI,P,02,LC,93330,53383,2010-04-01,E
001414,PRIMERICA INC,PRI,P,01,LC,10241,22177,1962-01-31,1988-12-15
001415,AMERICAN CAPITAL CORP-OLD,ACC.1,P,01,LC,54332,20070,1972-03-02,1984-01-30
001416,AMERICAN CAPITAL CORP,ACCN,C,01,LC,54332,20070,1984-01-31,1991-12-09
001417,INVESCO BOND FUND,VBF,P,01,LC,51916,20071,1982-01-29,E
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,C,01,LC,12619,6085,1983-06-21,1989-06-21
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,C,01,LC,77200,11193,1991-11-12,2000-04-18
001418,TRANSFINANCIAL HOLDINGS INC,TFHIZ,C,01,LC,77200,11193,2000-07-10,2002-04-29
001419,AMERICAN CENTURY CORP,ACT.2,P,01,LU,49947,20075,1973-01-31,1990-07-31
001420,AMERICAN CHAIN & CABLE INC,ACN.4,C,00X,LC,18825,22876,1950-01-01,1962-01-30
001420,AMERICAN CHAIN & CABLE INC,ACN.4,P,01,LC,18825,22876,1962-01-31,1975-12-31
001421,AMERICAN CLIPPER CORP,ACLP.,P,01,LC,12678,44,1977-12-30,1982-08-27
001422,AMERICAN COMMUN & TV,3ASTV.,P,02,LC,12694,5553,1982-06-21,1989-08-24
001423,AMERICAN COMMUNITY SERVICES,4643B,P,01,LU,12707,5895,1983-04-05,1986-05-30
001425,AMERICAN CONSUMER INDS INC,ACS.1,C,00X,LU,10268,22178,1950-01-01,1962-01-30
001425,AMERICAN CONSUMER INDS INC,ACS.1,P,01,LU,10268,22178,1962-01-31,1974-01-11
001426,AMERICAN CONTINENTAL CORP,AMKKQ,C,01,LU,12715,6332,1972-12-14,1989-05-24
001427,AMERICAN CONTROLLED INDS,ACI.2,P,01,LU,57621,25578,1972-12-14,1986-11-28
001428,AMERICAN CREDIT,ACR.4,C,01,LC,28994,25620,1965-01-29,1970-06-30
001428,AMERICAN CREDIT,ACR.4,C,00X,LC,28994,25620,1962-07-02,1965-01-28
001428,AMERICAN CREDIT,ACR.4,C,01,LC,58966,25620,1976-07-02,1979-05-23
001429,AMERICAN CRYSTAL SUGAR CO,2388B,P,01,LU,10276,22179,1973-01-31,1973-02-28
001430,AMERICAN CYANAMID CO,ACY.1,C,00X,LU,23341,20076,1950-01-01,1962-01-30
001430,AMERICAN CYANAMID CO,ACY.1,P,01,LU,23341,20076,1962-01-31,1994-11-30
001431,AMERICAN CYTOGENETICS,3ACYGE,C,01,LU,12723,57,1979-09-28,1992-07-10
001431,AMERICAN CYTOGENETICS,3ACYGE,C,00X,LU,12723,57,1973-02-01,1979-09-27
001432,AMERICAN/DAVEY CORP,ADAX.,C,01,LU,12731,6068,1983-06-15,1984-03-01
001433,AMERICAN DIAGNOSTICS CORP,ADGN,P,01,LU,12750,66,1981-05-07,1984-07-31
001434,ADT INC -OLD,ADT.2,P,01,LU,49269,25056,1969-09-23,1987-09-30
001437,AMERICAN DYNAMICS CORP,AMDC.,C,01,LU,85367,7331,1985-06-28,1988-01-14
001439,US ECOLOGY INC,ECOL,P,01,LC,12758,7019,1984-05-09,2022-05-31
001440,AMERICAN ELECTRIC POWER CO,AEP,P,01,LC,24109,20077,1962-01-31,E
001440,AMERICAN ELECTRIC POWER CO,AEP,C,00X,LC,24109,20077,1951-01-01,1962-01-30
001441,MANSFELDER METALS LTD,MNSF,C,01,LC,12766,5080,1981-06-18,1992-07-09
001441,MANSFELDER METALS LTD,MNSF,C,01,LC,88851,41079,2000-12-15,2007-12-21
001442,AMERICAN EMERGICENTER INC,4307B,P,01,LU,12774,6781,1984-01-24,1985-01-31
001444,AMERICAN VANTAGE COMPANIES,AVCS,C,00X,LC,12627,36,1982-08-01,1985-02-27
001444,AMERICAN VANTAGE COMPANIES,AVCS,P,01,LC,12627,36,1985-02-28,2005-08-22
001445,AMERICAN EQUITY INVT TRUST,AEQTS,P,01,LU,12803,84,1978-01-31,1984-08-31
001446,AMERICAN EXPLORATION CO,AX.1,P,01,LC,12811,6592,1983-11-15,1997-10-14
001447,AMERICAN EXPRESS CO,AXP,C,01,LU,59176,90,1972-12-14,E
001449,AFLAC INC,AFL,P,01,LU,57904,92,1973-08-23,E
001451,AMERICAN FAMILY PIZZA INC,4644B,P,01,LU,12838,6658,1984-03-06,1986-05-30
001452,AMERICAN FIBER OPTICS CORP,FIBR.,P,01,LU,12854,1722,1985-01-31,1988-05-31
001453,AMERICAN FUEL TECHNOLOGIES,4645B,P,01,LU,12897,381,1982-12-06,1986-03-31
001454,AMERICAN EDUCATIONAL COMPUTR,AEDC.,P,01,LU,12910,6475,1983-10-06,1989-03-31
001456,AMERICAN FILTRONA CORP,AFIL,P,01,LU,12918,102,1972-12-14,1997-09-30
001457,AMERICAN FINL LEASING & SVCS,ACOM.1,P,01,LC,12934,22394,1972-12-14,1974-11-29
001458,AMERICAN FLETCHER CORP,AFLT,C,01,LU,12969,106,1972-12-14,1987-01-23
001459,AMERICAN FLETCHER MTG INVS,USSSS.,C,00X,LC,51473,25185,1973-02-01,1977-12-02
001461,AMERICAN FRONTIER EXPL INC,AFEXV,P,01,LU,13005,99,1980-10-27,1986-06-30
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,P,01,LU,66771,6849,1984-11-16,1993-02-25
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,C,03,LU,66763,6849,1984-02-08,1984-10-30
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,N,03,LU,66763,6849,1984-10-31,1984-10-31
001462,AMERICAN FRUCTOSE  -CL A,AFC.A,J,02,LU,66798,6849,1984-11-16,1993-02-25
001463,AMERICAN FURNITURE CO,AFUR,P,01,LU,13040,111,1972-12-14,1986-10-31
001464,AMERICAN GARDEN PRODUCTS INC,AGP.2,P,01,LU,56661,25533,1972-12-14,1980-03-31
001465,AMERICAN GENERAL CORP,AGC.1,P,01,LU,48397,20082,1971-01-29,2001-09-28
001465,AMERICAN GENERAL CORP,AGC.1,C,00X,LC,48397,20082,1971-01-01,1971-01-28
001466,AMERICAN GIRL FASHIONS-CL A,AGF.A,P,01,LU,41849,24569,1965-05-28,1974-02-28
001467,AMERICAN GOLD MINERALS CORP,AGMC.,P,01,LU,13048,117,1981-01-30,1984-09-28
001468,AMERICAN GREETINGS  -CL A,AM.1,P,01,LU,13056,121,1972-12-14,2013-08-30
001470,ENCORE GROUP INC,3EGRP,C,00X,LU,13064,217,1983-01-01,1983-01-30
001470,ENCORE GROUP INC,3EGRP,P,01,LU,13064,217,1983-01-31,1991-05-31
001472,AMER HEALTHCARE MGMT,AHI.2,P,02,LU,66421,20084,1990-01-31,1994-04-29
001472,AMER HEALTHCARE MGMT,AHI.2,P,01,LU,66421,20084,1984-08-24,1989-12-29
001473,AMERICAN HELIOTHERMAL,AHMC,C,01,LU,13099,126,1979-01-31,1986-09-18
001474,AMERICAN HERITAGE LIFE INVS,AHL.2,C,00X,LC,59643,124,1979-01-01,1979-01-30
001474,AMERICAN HERITAGE LIFE INVS,AHL.2,P,01,LC,59643,124,1979-01-31,1999-10-29
001475,AMDURA CORP,ADU,P,02,LU,41734,20085,1965-03-17,1995-04-28
001476,AMERICAN HOME INDUSTRIES CP,3AHID,C,01,LU,13101,125,1979-01-31,1987-12-21
001477,DIVERSICARE CP OF AMER,DIVC.1,P,02,LU,13120,6292,1983-08-16,1990-10-31
001478,WYETH,WYE,C,00X,LC,15667,20086,1950-01-01,1962-01-30
001478,WYETH,WYE,P,01,LC,15667,20086,1962-01-31,2009-10-15
001479,AMERICAN HOME SHIELD,SVM1,C,00X,LC,13128,128,1976-09-01,1979-01-30
001479,AMERICAN HOME SHIELD,SVM1,P,03,LC,13128,128,1979-01-31,1989-10-27
001481,AMERICAN HOSPITAL SUPPLY,AHS.1,P,01,LU,27190,23459,1962-01-31,1985-11-29
001484,AMERICAN INDUSTRIES LTD,3068B,P,01,LU,13179,219,1981-03-12,1983-03-31
001485,AMERITECH CORP,AIT.1,P,01,LU,65859,20088,1984-02-16,1999-10-08
001487,AMERICAN INTERNATIONAL GROUP,AIG,P,01,LC,66800,137,1972-12-14,E
001488,AMERICAN INTL PICTURES INC,ANP,P,01,LU,53313,25310,1971-10-01,1979-06-29
001489,AMERICAN INVESTMENT CO,AIC.2,P,01,LU,21194,23053,1962-01-31,1980-11-28
001489,AMERICAN INVESTMENT CO,AIC.2,C,00X,LU,21194,23053,1950-01-01,1962-01-30
001491,INFINYA LTD,HAIPF,P,01,LC,19580,20089,1965-06-30,1980-11-25
001491,INFINYA LTD,HAIPF,P,01,LC,29014,20089,1980-11-26,2011-12-21
001491,INFINYA LTD,HAIPF,C,00X,LC,19580,20089,1962-07-02,1965-06-29
001492,AMERICAN LAFRANCE INC,AMLF,P,01,LC,13224,225,1972-12-14,1975-01-31
001494,CRUISE AMERICA INC,RVR.2,P,01,LU,13232,7012,1984-06-08,1998-02-27
001495,AMERICAN LIST CORP,AMZ.1,P,01,LU,13283,178,1978-04-21,1997-07-31
001496,AMERICAN LOCKER GROUP INC,ALGI,C,01,LU,10488,418,1972-12-14,2006-03-31
001497,DAMON GROUP INC,DMNG,P,01,LU,13291,5313,1982-02-19,1991-08-30
001498,AMERICAN MAIZE-PRODS  -CL A,AZE.A,J,02,LU,50120,20090,1982-01-29,1995-11-30
001498,AMERICAN MAIZE-PRODS  -CL A,AZE.A,P,01,LU,50112,20090,1970-02-18,1995-11-30
001500,AMERICAN MANAGEMENT SYSTEMS,AMSY,P,01,LC,13304,249,1979-04-27,2004-05-28
001501,AMERICAN MFG CO,AFT.,P,01,LU,29022,23594,1962-12-31,1980-05-30
001503,AMERICAN MARINE LTD,AMMA.1,P,01,LU,13339,226,1972-12-14,1975-07-31
001504,AMERICAN MEDCARE CORP,3HLDFV,P,01,LU,13347,6084,1983-06-21,1985-12-31
001505,AMERICAN MEDICAL AFFILIATES,AMMD.,P,01,LU,13355,227,1978-01-31,1983-03-31
001506,AMERICAN MEDICAL BLDGS INC,6989B,P,01,LC,60409,20092,1978-08-22,1990-08-14
001508,AMERICAN MEDICAL SERVICES,AMSR.,C,00X,LU,13363,247,1974-01-01,1977-11-29
001508,AMERICAN MEDICAL SERVICES,AMSR.,P,01,LU,13363,247,1977-11-30,1986-11-28
001509,AMERICAN MEDI-DENT INC,AMEDE.,P,01,LU,13371,5536,1982-05-14,1985-01-31
001510,AMERICAN MEDICORP INC,AAM.1,P,01,LU,53161,25303,1971-09-10,1978-09-29
001511,GOLF ROUNDS.COM INC,TEEE.,C,01,LC,13390,254,1980-10-29,1992-09-03
001512,AMERICAN MICROSYSTEMS,AMMS.,P,01,LU,13398,229,1972-12-14,1982-02-26
001513,AMERICAN MOBILE SYS,AMSE.,C,02,LU,10090,7390,1986-03-07,1995-08-31
001514,AMERICAN MONITOR CORP,3AMON,P,02,LU,13435,231,1979-01-31,1986-01-31
001516,AMERICAN MOTOR INNS,INN.1,P,01,LC,48581,25014,1969-06-23,1984-12-31
001517,AMERICAN MOTORS CORP,AMO.1,C,00X,LU,10321,22184,1949-10-01,1962-01-30
001517,AMERICAN MOTORS CORP,AMO.1,P,01,LU,10321,22184,1962-01-31,1987-07-31
001518,GALLERY OF HISTORY INC,HIST,P,01,LC,85404,7476,1985-03-26,2009-12-23
001519,AMERICAN MUSIC STORES INC,AMUS.1,C,01,LC,13443,257,1972-12-14,1977-06-30
001522,AMERICAN MEDICAL PRODUCTS CP,AMPC.,P,01,LU,13451,235,1980-10-08,1982-06-30
001523,AMERICAN MEDICAL ALERT CORP,AMAC,P,01,LU,13470,6743,1983-12-22,2011-12-30
001524,AMERICAN NATIONAL CORP-DEL,AMNL.,C,01,LU,13478,22441,1972-12-14,1973-07-31
001525,AMERICAN NATL ENTERPRISES,AMNT.1,C,01,LU,13486,230,1979-01-31,1986-11-28
001525,AMERICAN NATL ENTERPRISES,AMNT.1,C,00X,LU,13486,230,1973-06-01,1979-01-30
001526,AMERICAN NATIONAL GROUP-OLD,ANAT,P,01,LC,13507,261,1972-12-14,2022-05-31
001527,AMERICAN NATIONAL PETROLEUM,ANPC.,P,01,LU,13515,284,1981-06-05,1993-07-30
