gvkey,conm,tic,datadate,fyear,gsector,ggroup,gind,gsubind,naics,sic,naics2,naics3,sic2,sic4
160912,DREAMWORKS ANIMATION SKG INC,DWA,2015-12-31,2015,25,2540,254010,25401030,512110,7812,51,512,78,7812
160913,ORMAT TECHNOLOGIES INC,ORA,2025-12-31,2025,55,5510,551050,55105020,002211,4911,00,002,49,4911
160990,CUBESMART,CUBE,2025-12-31,2025,60,6010,601080,60108020,531130,6798,53,531,67,6798
160991,DIGITAL REALTY TRUST INC,DLR,2025-12-31,2025,60,6010,601080,60108050,531120,6798,53,531,67,6798
161000,KKR FINANCIAL HOLDINGS LLC,9470B,2016-12-31,2016,40,4020,402010,40201040,523999,6799,52,523,67,6799
161013,BIOMED REALTY TRUST INC,BMR.1,2014-12-31,2014,40,4040,404020,40402040,531120,6798,53,531,67,6798
161036,MATTRESS FIRM HOLDING CORP,MFRM.1,2016-01-31,2015,25,2550,255040,25504060,442110,5712,44,442,57,5712
161056,GREAT WOLF RESORTS INC,WOLF.1,2011-12-31,2011,25,2530,253010,25301020,721110,7011,72,721,70,7011
161067,ADVANCE AMER CASH ADVANCE CT,AEA,2011-12-31,2011,40,4020,402020,40202010,522291,6141,52,522,61,6141
161069,WRIGHT INVESTORS SERVICE,IWSH,2025-12-31,2025,40,4020,402030,40203010,999990,9995,99,999,99,9995
161813,BLUELINX HOLDINGS INC,BXC,2025-12-31,2025,20,2010,201070,20107010,423310,5031,42,423,50,5031
161977,CENTRAL ENERGY PARTNERS LP,ENGY,2014-12-31,2014,10,1010,101020,10102040,424710,5171,42,424,51,5171
162160,MEDICAL PROPERTIES TRUST,MPT,2025-12-31,2025,60,6010,601050,60105010,531120,6798,53,531,67,6798
162264,NEENAH INC,NP.2,2021-12-31,2021,15,1510,151050,15105020,322121,2621,32,322,26,2621
162272,COPANO ENERGY LLC,CPNO,2012-12-31,2012,10,1010,101020,10102040,486210,4922,48,486,49,4922
162283,INTERNATIONAL COAL GROUP INC,ICO,2010-12-31,2010,10,1010,101020,10102050,212111,1221,21,212,12,1221
162329,FUSION TELECOMMUNICATIONS,FSNN.1,2017-12-31,2017,50,5010,501010,50101010,517919,4899,51,517,48,4899
162335,PRESTIGE CONSUMER HEALTHCARE,PBH,2025-03-31,2024,35,3520,352020,35202010,325412,2834,32,325,28,2834
162338,UNIVERSAL LOGISTICS HLDGS,ULH,2025-12-31,2025,20,2030,203040,20304030,004841,4210,00,004,42,4210
162346,ATLANTIC POWER CORP,AT,2020-12-31,2020,55,5510,551050,55105010,022111,4991,02,022,49,4991
162354,DOLBY LABORATORIES INC,DLB,2025-09-30,2025,45,4510,451030,45103020,533110,6794,53,533,67,6794
162387,TEEKAY LNG PARTNERS LP,TGP,2021-12-31,2021,10,1010,101020,10102040,483111,4412,48,483,44,4412
162448,ALPHA NATURAL RESOURCES INC,ANRZQ,2015-12-31,2015,10,1010,101020,10102050,002121,1220,00,002,12,1220
162449,EXLSERVICE HOLDINGS INC,EXLS,2025-12-31,2025,20,2020,202020,20202030,518210,7374,51,518,73,7374
162501,OTELCO INC,OTEL,2020-12-31,2020,50,5010,501010,50101020,517311,4813,51,517,48,4813
162559,LAZARD INC,LAZ,2025-12-31,2025,40,4020,402030,40203020,523940,6282,52,523,62,6282
162584,NTS REALTY HOLDINGS LP,NLP,2013-12-31,2013,40,4040,404030,40403020,531110,6513,53,531,65,6513
162701,NOVELIS INC,HND1,2025-03-31,2024,15,1510,151040,15104010,331315,3350,33,331,33,3350
162720,NAVIOS MARITIME HOLDINGS INC,NM,2022-12-31,2022,20,2030,203030,20303010,483111,4412,48,483,44,4412
162732,EPICEPT CORP-OLD,EPCT.1,2012-12-31,2012,35,3520,352010,35201010,325412,2834,32,325,28,2834
162733,VERIFONE SYSTEMS INC,PAY.4,2017-10-31,2017,45,4520,452030,45203010,334118,3578,33,334,35,3578
162742,FREIGHTCAR AMERICA INC,RAIL,2025-12-31,2025,20,2010,201060,20106010,336510,3743,33,336,37,3743
162809,XENOPORT INC,XNPT,2015-12-31,2015,35,3520,352020,35202010,325414,2836,32,325,28,2836
162876,CORE MARK HOLDING CO INC,CORE,2020-12-31,2020,25,2550,255010,25501010,424940,5190,42,424,51,5190
162887,DEXCOM INC,DXCM,2025-12-31,2025,35,3510,351010,35101010,334510,3845,33,334,38,3845
162894,CRESTWOOD EQUITY PARTNERS LP,CEQP,2022-12-31,2022,10,1010,101020,10102040,424720,5172,42,424,51,5172
162907,SILICON GRAPHICS INTL CORP,SGI.1,2016-06-30,2016,45,4520,452020,45202030,334111,3571,33,334,35,3571
163024,VIRTUS TOTAL RETURN FND -OLD,ZF,2019-09-30,2019,,,,,525990,6726,52,525,67,6726
163036,BUILDERS FIRSTSOURCE,BLDR,2025-12-31,2025,20,2010,201020,20102010,321992,2452,32,321,24,2452
163051,CITI TRENDS INC,CTRN,2025-01-31,2024,25,2550,255040,25504010,458110,5651,45,458,56,5651
163113,KOPPERS HOLDINGS INC,KOP,2025-12-31,2025,15,1510,151010,15101010,325194,2860,32,325,28,2860
163118,WARNER MUSIC GROUP CORP,WMG,2025-09-30,2025,50,5020,502020,50202010,512250,3652,51,512,36,3652
163124,AFFINIA GROUP INTRMDT HLDGS,0156A,2015-12-31,2015,25,2510,251010,25101010,336390,3714,33,336,37,3714
163594,TRANSMONTAIGNE PARTNERS LP,TLP,2018-12-31,2018,10,1010,101020,10102040,486910,4610,48,486,46,4610
163595,ALTO INGREDIENTS INC,ALTO,2025-12-31,2025,15,1510,151010,15101050,325193,2860,32,325,28,2860
163596,CAMBER ENERGY INC -OLD,CEI.2,2022-12-31,2022,10,1010,101020,10102020,211120,1311,21,211,13,1311
163627,DIAMOND FOODS INC,DMND,2015-07-31,2015,30,3020,302020,30202030,311919,2090,31,311,20,2090
163765,COOPER-STANDARD HOLDINGS INC,CPS,2025-12-31,2025,25,2510,251010,25101010,003363,3714,00,003,37,3714
163772,SPANSION INC,CODE,2014-12-31,2014,45,4530,453010,45301020,334413,3674,33,334,36,3674
163806,NET ELEMENT INC,NETE,2020-12-31,2020,45,4510,451030,45103010,518210,7374,51,518,73,7374
163877,PIKE CORP,PIKE,2014-06-30,2014,20,2010,201030,20103010,238210,1731,23,238,17,1731
163879,MAIDENFORM BRANDS INC,MFB,2012-12-31,2012,25,2520,252030,25203010,315231,2340,31,315,23,2340
163884,FRANKLIN STREET PROPERTIES,FSP,2025-12-31,2025,60,6010,601040,60104010,531120,6798,53,531,67,6798
163887,ORCHIDS PAPER PRODUCTS,TISUQ,2018-12-31,2018,30,3030,303010,30301010,322291,2670,32,322,26,2670
163893,MWI VETERINARY SUPPLY,MWIV,2014-09-30,2014,35,3510,351020,35102010,423450,5047,42,423,50,5047
163916,WEB.COM GROUP INC,WEB,2017-12-31,2017,45,4510,451020,45102030,519130,7370,51,519,73,7370
163921,WILLIAMS PARTNERS LP,WPZ,2017-12-31,2017,10,1010,101020,10102040,211111,1311,21,211,13,1311
163927,HITTITE MICROWAVE CORP,HITT,2013-12-31,2013,45,4530,453010,45301020,334413,3674,33,334,36,3674
163930,GENCO SHIPPING & TRADING,GNK,2025-12-31,2025,20,2030,203030,20303010,483111,4412,48,483,44,4412
163933,TRX INC,TRXI,2011-12-31,2011,45,4510,451020,45102020,518210,7374,51,518,73,7374
163935,GLOBAL PARTNERS LP,GLP,2025-12-31,2025,10,1010,101020,10102040,424710,5171,42,424,51,5171
163939,ALON USA ENERGY INC,ALJ,2016-12-31,2016,10,1010,101020,10102030,324110,2911,32,324,29,2911
163946,CF INDUSTRIES HOLDINGS INC,CF,2025-12-31,2025,15,1510,151010,15101030,325311,2870,32,325,28,2870
163963,COLUMBIA PROPERTY TRUST INC,CXP,2020-12-31,2020,60,6010,601010,60101040,531120,6798,53,531,67,6798
163977,VOLCOM INC,VLCM,2010-12-31,2010,25,2520,252030,25203010,000315,2300,00,000,23,2300
163983,TREEHOUSE FOODS INC,THS,2024-12-31,2024,30,3020,302020,30202030,003118,2050,00,003,20,2050
164046,GRAN TIERRA ENERGY INC,GTE,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
164075,BRONCO DRILLING CO,BRNC,2010-12-31,2010,10,1010,101010,10101010,213111,1381,21,213,13,1381
164109,LINN ENERGY INC,LNGG.1,2017-12-31,2017,10,1010,101020,10102020,211111,1311,21,211,13,1311
164132,RETAIL PPTYS OF AMERICA INC,RPAI,2020-12-31,2020,60,6010,601010,60101070,531120,6798,53,531,67,6798
164211,SILICON MOTION TECH -ADR,SIMO,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
164266,MEDIVATION INC,MDVN,2015-12-31,2015,35,3520,352010,35201010,325414,2836,32,325,28,2836
164283,FOCUS MEDIA HOLDING LTD,FMCN,2012-12-31,2012,25,2540,254010,25401010,541890,7310,54,541,73,7310
164296,WARNER BROS DISCOVERY INC,WBD,2025-12-31,2025,50,5020,502020,50202010,516210,4841,51,516,48,4841
164364,INVESTORS BANCORP INC,ISBC,2021-12-31,2021,40,4010,401010,40101015,522110,6020,52,522,60,6020
164408,BOULDER BRANDS INC,BDBD,2014-12-31,2014,30,3020,302020,30202030,311941,2090,31,311,20,2090
164411,VIRTUALSCOPICS INC,VSCP,2015-12-31,2015,35,3520,352030,35203010,511210,7372,51,511,73,7372
164416,IROBOT CORP,IRBTQ,2024-12-31,2024,25,2520,252010,25201040,339999,3990,33,339,39,3990
164432,NCI INC,NCIT,2016-12-31,2016,45,4510,451020,45102010,541512,7373,54,541,73,7373
164494,SPIRIT AEROSYSTEMS HOLDINGS,SPR,2024-12-31,2024,20,2010,201010,20101010,336413,3728,33,336,37,3728
164506,ACCO BRANDS CORP,ACCO,2025-12-31,2025,20,2020,202010,20201060,339999,3990,33,339,39,3990
164511,ADVAXIS INC-OLD,ADXS.1,2021-10-31,2021,35,3520,352010,35201010,325414,2836,32,325,28,2836
164532,BAIDU INC,BIDU,2024-12-31,2024,50,5020,502030,50203010,519290,7370,51,519,73,7370
164534,ATLAS CORP,ATCO,2022-12-31,2022,20,2030,203050,20305030,532411,7359,53,532,73,7359
164557,RBC BEARINGS INC,RBC,2025-03-31,2024,20,2010,201060,20106020,332991,3562,33,332,35,3562
164571,EMERGENCY MEDICAL SVCS CORP,EMS,2010-12-31,2010,35,3510,351020,35102015,621910,4100,62,621,41,4100
164572,AMERISAFE INC,AMSF,2025-12-31,2025,40,4030,403010,40301040,524126,6331,52,524,63,6331
164607,HERCULES OFFSHORE INC,HEROQ,2015-12-31,2015,10,1010,101010,10101010,213111,1381,21,213,13,1381
164612,NXSTAGE MEDICAL INC,NXTM,2017-12-31,2017,35,3510,351010,35101010,334510,3845,33,334,38,3845
164652,BROOKDALE SENIOR LIVING INC,BKD,2025-12-31,2025,35,3510,351020,35102020,623311,8050,62,623,80,8050
164660,CLEAR CHANNEL OUTDOOR HLDGS,CCO,2025-12-31,2025,50,5020,502010,50201010,541850,7310,54,541,73,7310
164680,KAPSTONE PAPER & PACKAGING,KS,2017-12-31,2017,15,1510,151050,15105020,322130,2631,32,322,26,2631
164746,COUNTERPATH CORP,CPAH,2020-04-30,2019,45,4510,451030,45103010,511210,7372,51,511,73,7372
164755,CROCS INC,CROX,2025-12-31,2025,25,2520,252030,25203020,316210,3021,31,316,30,3021
165051,SUNPOWER CORP,SPWRQ,2023-12-31,2023,20,2010,201040,20104010,003359,3690,00,003,36,3690
165052,UNDER ARMOUR INC,UAA,2025-03-31,2024,25,2520,252030,25203010,000315,2300,00,000,23,2300
165123,LEIDOS HOLDINGS INC,LDOS,2025-12-31,2025,20,2020,202020,20202020,541512,7373,54,541,73,7373
165164,AFFINION GROUP INC,0167A,2016-12-31,2016,25,2530,253020,25302020,561499,7389,56,561,73,7389
165179,SYNERGETICS USA INC,SURG.2,2015-07-31,2015,35,3510,351010,35101020,339112,3841,33,339,38,3841
165209,CORENERGY INFRASTRUCTURE TR,CRNG,2023-12-31,2023,60,6010,601080,60108010,531120,6798,53,531,67,6798
165215,ALAUNOS THERAPEUTICS INC,TCRT,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
165264,FIDELITY NATIONAL FINANCIAL,FNF,2025-12-31,2025,40,4030,403010,40301040,524127,6361,52,524,63,6361
165358,AMERICAN RAILCAR INDS INC,ARII,2017-12-31,2017,20,2010,201060,20106010,336510,3743,33,336,37,3743
165466,DCP MIDSTREAM LP,DCP,2022-12-31,2022,10,1010,101020,10102040,211130,1311,21,211,13,1311
165534,VIMICRO INTL CORP -ADR,VIMC,2014-12-31,2014,45,4530,453010,45301020,334519,3829,33,334,38,3829
165556,CHAPARRAL ENERGY INC,CHAPQ,2019-12-31,2019,10,1010,101020,10102020,211120,1311,21,211,13,1311
165649,ENERGY TRANSFER LP,ET,2025-12-31,2025,10,1010,101020,10102040,486210,4922,48,486,49,4922
165652,WESTERN REFINING INC,WNR,2016-12-31,2016,10,1010,101020,10102030,324110,2911,32,324,29,2911
165675,VIACOM INC,VIAB,2019-09-30,2019,50,5020,502020,50202010,515120,4833,51,515,48,4833
165678,COPA HOLDINGS SA,CPA,2025-12-31,2025,20,2030,203020,20302010,481111,4512,48,481,45,4512
165680,SUNTECH POWER HOLDINGS  -ADR,STPFQ,2011-12-31,2011,45,4530,453010,45301020,334413,3674,33,334,36,3674
165702,SUSSER HOLDINGS CORP,SUSS,2013-12-31,2013,30,3010,301010,30101030,447110,5500,44,447,55,5500
165734,AVENTINE RENEWABLE ENERGY,AVRW.1,2011-12-31,2011,10,1010,101020,10102030,325193,2860,32,325,28,2860
165742,SOMAXON PHARMACEUTICALS INC,SOMX,2011-12-31,2011,35,3520,352020,35202010,325412,2834,32,325,28,2834
165746,LIVE NATION ENTERTAINMENT,LYV,2025-12-31,2025,50,5020,502020,50202010,711320,7900,71,711,79,7900
165785,AMERICAN CARESOURCE HLDGS,GNOW,2015-12-31,2015,35,3510,351020,35102015,621491,8011,62,621,80,8011
165913,EUROSEAS LTD,ESEA,2025-12-31,2025,20,2030,203030,20303010,483111,4412,48,483,44,4412
165914,CHIPOTLE MEXICAN GRILL INC,CMG,2025-12-31,2025,25,2530,253010,25301040,722513,5812,72,722,58,5812
165927,TERNIUM S A,TX,2025-12-31,2025,15,1510,151040,15104050,331110,3312,33,331,33,3312
166005,AMTRUST FINANCIAL SERVICES,AFSI,2017-12-31,2017,40,4030,403010,40301040,524126,6331,52,524,63,6331
166061,ROSETTA RESOURCES INC,ROSE.3,2014-12-31,2014,10,1010,101020,10102020,211111,1311,21,211,13,1311
166087,AIR INDUSTRIES GROUP INC,AIRI,2025-12-31,2025,20,2010,201010,20101010,336413,3728,33,336,37,3728
166213,LIQUIDITY SERVICES INC,LQDT,2025-09-30,2025,20,2020,202010,20201070,449210,5961,44,449,59,5961
166230,KRATON CORP,KRA,2021-12-31,2021,15,1510,151010,15101050,325211,2821,32,325,28,2821
166303,JAZZ TECHNOLOGIES INC,TSEM1,2014-12-31,2014,45,4530,453010,45301020,334413,3674,33,334,36,3674
166363,ALLIANCE HOLDINGS GP LP,AHGP,2017-12-31,2017,10,1010,101020,10102050,212112,1220,21,212,12,1220
166368,COMPASS DIVERSIFIED HOLDINGS,CODI,2025-12-31,2025,40,4020,402010,40201030,000335,3600,00,000,36,3600
166385,GRUPO AEROPORTUARIO DEL PACI,PAC,2025-12-31,2025,20,2030,203050,20305010,488119,4581,48,488,45,4581
166435,VANDA PHARMACEUTICALS INC,VNDA,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
166443,CHINA GENGSHENG MINERALS INC,CHGS,2013-12-31,2013,15,1510,151010,15101020,327120,3290,32,327,32,3290
166458,ATLAS ENERGY GROUP LLC,ATLS,2017-12-31,2017,10,1010,101020,10102020,211111,1311,21,211,13,1311
166482,MUELLER WATER PRODUCTS INC,MWA,2025-09-30,2025,20,2010,201060,20106020,332911,3490,33,332,34,3490
166562,VONAGE HOLDINGS CORP,VG.3,2021-12-31,2021,45,4510,451030,45103010,518210,7370,51,518,73,7370
166563,DELEK US HOLDINGS INC,DK,2025-12-31,2025,10,1010,101020,10102030,324110,2911,32,324,29,2911
166593,SYNCHRONOSS TECHNOLOGIES,SNCR,2024-12-31,2024,45,4510,451030,45103010,518210,7370,51,518,73,7370
166706,CHINA GRENTECH CORP LTD -ADR,GRRF,2010-12-31,2010,45,4520,452010,45201020,334220,3663,33,334,36,3663
170360,USA COMPRESSION PRTNRS -OLD,USAC.2,2017-12-31,2017,10,1010,101010,10101020,213112,1389,21,213,13,1389
170375,SELECT INCOME REIT,SIR,2017-12-31,2017,60,6010,601010,60101040,531120,6798,53,531,67,6798
170384,GOGO INC,GOGO,2025-12-31,2025,50,5010,501020,50102010,517810,4899,51,517,48,4899
170396,CUSTOMERS BANCORP INC,CUBI,2025-12-31,2025,40,4010,401010,40101015,522110,6020,52,522,60,6020
170527,POST HOLDINGS INC,POST,2025-09-30,2025,30,3020,302020,30202030,311999,2015,31,311,20,2015
170555,GASLOG LTD,GLOG,2020-12-31,2020,10,1010,101020,10102040,483111,4412,48,483,44,4412
170615,AUDIENCE INC,ADNC,2014-12-31,2014,45,4530,453010,45301020,334413,3674,33,334,36,3674
170616,SPLUNK INC,SPLK,2024-01-31,2023,45,4510,451030,45103010,513210,7372,51,513,73,7372
170617,META PLATFORMS INC,META,2025-12-31,2025,50,5020,502030,50203010,519290,7370,51,519,73,7370
170627,MIDSTATES PETROLEUM CO INC,MPO,2018-12-31,2018,10,1010,101020,10102020,211120,1311,21,211,13,1311
170639,FORESIGHT ENERGY LP,FELPQ,2019-12-31,2019,10,1010,101020,10102050,212112,1220,21,212,12,1220
170714,EMPIRE STATE REALTY TR INC,ESRT,2025-12-31,2025,60,6010,601040,60104010,531120,6798,53,531,67,6798
170748,EQT MIDSTREAM PARTNERS LP,EQM,2019-12-31,2019,10,1010,101020,10102040,486210,4922,48,486,49,4922
170750,DIAMONDBACK ENERGY INC,FANG,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
170773,ZAZA ENERGY CORP,ZAZA,2014-12-31,2014,10,1010,101020,10102020,211111,1311,21,211,13,1311
170781,TITAN ENERGY LLC,TTEN,2016-12-31,2016,10,1010,101020,10102020,211111,1311,21,211,13,1311
170841,PHILLIPS 66,PSX,2025-12-31,2025,10,1010,101020,10102030,324110,2911,32,324,29,2911
170875,ACQUITY GROUP LTD  -ADR,AQ.1,2012-12-31,2012,25,2540,254010,25401010,519130,7370,51,519,73,7370
170945,PUMA BIOTECHNOLOGY INC,PBYI,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
170969,TESARO INC,TSRO,2017-12-31,2017,35,3520,352010,35201010,325414,2836,32,325,28,2836
170975,TCP INTL HOLDINGS LTD,TCPIF,2014-12-31,2014,20,2010,201040,20104010,335110,3640,33,335,36,3640
171007,SERVICENOW INC,NOW,2025-12-31,2025,45,4510,451030,45103020,513210,7372,51,513,73,7372
171067,PALO ALTO NETWORKS INC,PANW,2025-07-31,2025,45,4510,451030,45103020,518210,7370,51,518,73,7370
171137,SIGNATURE OFFICE REIT INC,SIZF,2014-12-31,2014,40,4040,404020,40402010,531120,6798,53,531,67,6798
171139,SOUTHCROSS ENERGY PRTNRS LP,SXEEQ,2018-12-31,2018,10,1010,101020,10102040,486210,4922,48,486,49,4922
171141,FIVE BELOW INC,FIVE,2025-01-31,2024,25,2550,255040,25504040,455219,5331,45,455,53,5331
171212,PACIFIC COAST OIL TRUST,ROYTL,2018-12-31,2018,10,1010,101020,10102020,002111,1311,00,002,13,1311
174077,COMMVAULT SYSTEMS INC,CVLT,2025-03-31,2024,45,4510,451030,45103020,518210,7370,51,518,73,7370
174121,ULTRAPETROL BAHAMAS LTD,ULTRF,2015-12-31,2015,20,2030,203030,20303010,999990,9995,99,999,99,9995
174134,PTC THERAPEUTICS INC,PTCT,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
174136,ACHILLION PHARMACEUTICALS,ACHN.1,2018-12-31,2018,35,3520,352010,35201010,325414,2836,32,325,28,2836
174160,MICROMET INC,MITI.,2011-12-31,2011,35,3520,352010,35201010,325414,2836,32,325,28,2836
174169,BATTALION OIL CORP,BATL,2025-12-31,2025,10,1010,101020,10102020,211120,1311,21,211,13,1311
174282,ENERGY SERVICES OF AMER CORP,ESOA,2025-09-30,2025,10,1010,101010,10101020,237120,1623,23,237,16,1623
174310,KBR INC,KBR,2025-12-31,2025,20,2020,202020,20202020,054151,7370,05,054,73,7370
174312,RHINO RESOURCE PARTNERS LP,RHNO.1,2019-12-31,2019,10,1010,101020,10102050,021211,1220,02,021,12,1220
174317,RIVERBED TECHNOLOGY INC,RVBD,2014-12-31,2014,45,4520,452010,45201020,334210,3576,33,334,35,3576
174360,SEVEN HILLS REALTY TRUST,SEVN,2025-12-31,2025,40,4020,402040,40204010,525990,6798,52,525,67,6798
174389,EHEALTH INC,EHTH,2025-12-31,2025,40,4030,403010,40301010,524210,6411,52,524,64,6411
174390,LEMAITRE VASCULAR INC,LMAT,2025-12-31,2025,35,3510,351010,35101010,339112,3841,33,339,38,3841
174393,ANDALAY SOLAR INC,WEST.3,2014-12-31,2014,20,2010,201040,20104010,335999,3620,33,335,36,3620
174490,WINDSTREAM HOLDINGS INC,WINMQ,2019-12-31,2019,50,5010,501010,50101020,517311,4813,51,517,48,4813
174507,PHARMASSET INC,VRUS.1,2011-09-30,2011,35,3520,352010,35201010,325414,2836,32,325,28,2836
174531,MITEL NETWORKS CORP,MITL,2017-12-31,2017,45,4520,452010,45201020,334210,3661,33,334,36,3661
174648,OSIRIS THERAPEUTICS INC,OSIR,2018-12-31,2018,35,3520,352010,35201010,325414,2836,32,325,28,2836
174656,BREITBURN ENERGY PARTNERS LP,BBEPQ,2016-12-31,2016,10,1010,101020,10102020,211111,1311,21,211,13,1311
174700,GLOBAL SHIP LEASE INC,GSL,2025-12-31,2025,20,2030,203030,20303010,532411,4400,53,532,44,4400
174729,TRAVEL PLUS LEISURE CO,TNL,2025-12-31,2025,25,2530,253010,25301020,531390,6531,53,531,65,6531
174876,SIRONA DENTAL SYSTEMS INC,SIRO,2015-09-30,2015,35,3510,351010,35101020,339114,3843,33,339,38,3843
174926,NEXPOINT DIVERSIFIED RE TS,NXDT,2025-12-31,2025,60,6010,601010,60101010,531190,6798,53,531,67,6798
175004,ORBCOMM INC,ORBC,2020-12-31,2020,50,5010,501010,50101010,517410,4899,51,517,48,4899
175006,HARVEST OIL & GAS CORP,HRST,2022-12-31,2022,10,1010,101020,10102020,211130,1311,21,211,13,1311
175064,SYNERGY PHARMACEUTICALS INC,SGYPQ,2017-12-31,2017,35,3520,352010,35201010,325414,2836,32,325,28,2836
175087,METALS USA HOLDINGS CORP,MUSA.2,2012-12-31,2012,15,1510,151040,15104050,423510,5051,42,423,50,5051
175110,AIRCASTLE LTD,AYR,2019-12-31,2019,20,2010,201070,20107010,532411,7359,53,532,73,7359
175111,ACME PACKET INC,APKT,2012-12-31,2012,45,4520,452010,45201020,334210,3576,33,334,35,3576
175157,EAGLE ROCK ENERGY PARTNRS LP,EROC.1,2014-12-31,2014,10,1010,101020,10102020,211111,1311,21,211,13,1311
175163,WARNER CHILCOTT PLC,WCRX,2012-12-31,2012,35,3520,352020,35202010,325412,2834,32,325,28,2834
175264,WNS (HOLDINGS) LIMITED,WNS,2025-03-31,2024,20,2020,202020,20202030,518210,7374,51,518,73,7374
175269,CELSIUS HOLDINGS INC,CELH,2025-12-31,2025,30,3020,302010,30201030,312111,2086,31,312,20,2086
175271,EVOLVE TRANSITION INFRAST LP,SNMP,2022-12-31,2022,10,1010,101020,10102040,000486,4610,00,000,46,4610
175307,DOUGLAS EMMETT INC,DEI,2025-12-31,2025,60,6010,601040,60104010,531120,6798,53,531,67,6798
175308,SUCAMPO PHARMACEUTICALS INC,SCMP,2016-12-31,2016,35,3520,352020,35202010,325412,2834,32,325,28,2834
175319,HANESBRANDS INC,HBI,2024-12-31,2024,25,2520,252030,25203010,000315,2300,00,000,23,2300
175404,FIRST SOLAR INC,FSLR,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
175483,CADENCE PHARMACEUTICALS INC,CADX,2013-12-31,2013,35,3520,352020,35202010,325414,2836,32,325,28,2836
175510,PVR PARTNERS LP,PVR,2013-12-31,2013,10,1010,101020,10102040,211111,1311,21,211,13,1311
175523,GLOBALSTAR INC,GSAT,2025-12-31,2025,50,5010,501010,50101010,517410,4899,51,517,48,4899
175533,INFINITY PHARMACEUTICALS INC,INFIQ,2022-12-31,2022,35,3520,352010,35201010,325412,2834,32,325,28,2834
175606,DANAOS CORPORATION,DAC,2025-12-31,2025,20,2030,203030,20303010,483111,4412,48,483,44,4412
175654,WILLDAN GROUP INC,WLDN,2025-12-31,2025,20,2020,202020,20202020,541330,8711,54,541,87,8711
175689,ARMSTRONG WORLD INDUSTRIES,AWI,2025-12-31,2025,20,2010,201020,20102010,327993,3290,32,327,32,3290
175739,SUPERMEDIA INC,SPMD.2,2012-12-31,2012,25,2540,254010,25401040,511140,2741,51,511,27,2741
175900,SALLY BEAUTY HOLDINGS INC,SBH,2025-09-30,2025,25,2550,255040,25504040,456120,5990,45,456,59,5990
175955,IPG PHOTONICS CORP,IPGP,2025-12-31,2025,45,4520,452030,45203020,334413,3674,33,334,36,3674
175983,PHYSICIANS FORMULA HOLDINGS,FACE,2011-12-31,2011,30,3030,303020,30302010,325620,2844,32,325,28,2844
176017,ATHERSYS INC,ATHXQ,2022-12-31,2022,35,3520,352010,35201010,325414,2836,32,325,28,2836
176035,NETLIST INC,NLST,2025-12-31,2025,45,4520,452030,45203020,334413,3674,33,334,36,3674
176070,VENOCO INC,VQ,2011-12-31,2011,10,1010,101020,10102020,211111,1311,21,211,13,1311
176083,AEROGROW INTERNATIONAL INC,AERO.2,2020-03-31,2019,25,2520,252010,25201050,339999,3990,33,339,39,3990
176092,AERCAP HOLDINGS NV,AER,2025-12-31,2025,20,2010,201070,20107010,532411,7359,53,532,73,7359
176118,WIRELESS RONIN TECHNLGS -OLD,RNIN.1,2013-12-31,2013,45,4520,452030,45203010,541512,7373,54,541,73,7373
176152,GRUPO AEROPORTUARIO DEL CENT,OMAB,2025-12-31,2025,20,2030,203050,20305010,488111,4581,48,488,45,4581
176234,CATCHMARK TIMBER TRUST,CTT,2021-12-31,2021,60,6010,601010,60101080,531190,6798,53,531,67,6798
176237,AFFYMAX INC,AFFY,2013-12-31,2013,35,3520,352010,35201010,999990,9995,99,999,99,9995
176238,CAL DIVE INTERNATIONAL INC,CDVIQ,2013-12-31,2013,10,1010,101010,10101020,213112,1389,21,213,13,1389
176259,TEEKAY OFFSHORE PARTNERS LP,TOO,2019-12-31,2019,10,1010,101020,10102040,483111,4412,48,483,44,4412
176261,TRINA SOLAR CO LTD,TSL.1,2015-12-31,2015,45,4530,453010,45301020,334413,3674,33,334,36,3674
176268,DCT INDUSTRIAL TRUST INC,DCT.1,2017-12-31,2017,60,6010,601010,60101020,531120,6798,53,531,67,6798
176282,SPECTRA ENERGY CORP,SE.7,2016-12-31,2016,10,1010,101020,10102040,221210,4923,22,221,49,4923
176289,COMVERGE INC,COMV,2011-12-31,2011,45,4520,452030,45203010,334512,3822,33,334,38,3822
176291,SKILLED HEALTHCARE GROUP INC,SKH,2014-12-31,2014,35,3510,351020,35102020,623311,8051,62,623,80,8051
176305,HANWHA Q CELLS CO LTD,HQCL,2017-12-31,2017,45,4530,453010,45301020,334413,3674,33,334,36,3674
176363,MELLANOX TECHNOLOGIES LTD,MLNX,2019-12-31,2019,45,4530,453010,45301020,334413,3674,33,334,36,3674
